pm25,visibility,traffic,nox,action
18.0,22.06,22,36.0,0
13.0,23.81,17,23.0,0
9.0,25.42,15,18.0,0
10.0,25.0,15,19.0,0
11.0,24.59,14,15.0,0
9.0,25.42,13,18.0,0
11.0,24.59,17,25.0,0
15.0,23.08,15,22.0,0
14.0,23.44,13,15.0,0
10.0,25.0,12,14.0,0
5.0,27.27,13,18.0,0
8.0,25.86,16,25.0,0
8.0,25.86,19,29.0,0
10.0,25.0,19,31.0,0
16.0,22.73,21,31.0,0
15.0,23.08,18,27.0,0
16.0,22.73,24,35.0,0
16.0,22.73,20,27.0,0
10.0,24.59,17,25.0,0
11.0,23.81,21,30.0,0
11.0,24.19,22,35.0,0
14.0,22.56,23,37.0,0
13.0,21.9,23,37.0,0
24.0,19.35,25,40.0,0
26.0,19.74,28,47.0,0
18.0,20.98,22,35.0,0
18.0,22.06,23,37.0,0
23.0,20.55,21,30.0,0
23.0,20.55,20,27.0,0
27.0,19.48,20,27.0,0
33.0,18.07,22,35.0,0
36.0,17.44,23,33.0,0
34.0,17.86,24,35.0,0
36.0,17.44,23,31.0,0
31.0,18.52,22,36.0,0
36.0,17.44,27,44.0,0
39.0,16.85,27,44.0,0
44.0,15.96,25,39.0,0
46.0,15.62,25,38.0,0
46.0,15.62,23,34.0,0
50.0,15.0,25,33.0,0
56.0,14.15,28,38.0,0
64.0,13.16,30,44.0,0
67.0,12.71,35,55.0,0
76.0,11.24,43,70.0,1
96.0,9.74,52,89.0,1
96.0,10.03,45,72.0,1
90.0,10.53,42,61.0,1
94.0,10.42,41,58.0,1
90.0,10.71,40,54.0,1
91.0,10.64,37,52.0,1
89.0,10.79,36,53.0,1
86.0,11.03,38,49.0,1
90.0,10.71,36,48.0,1
89.0,10.79,34,51.0,1
130.0,8.15,53,56.0,1
147.0,7.58,65,58.0,1
144.0,7.73,63,65.0,1
134.0,8.15,58,65.0,1
139.0,7.94,61,65.0,1
114.0,9.15,50,56.0,1
121.0,8.77,52,58.0,1
107.0,9.55,42,50.0,1
113.0,9.2,38,44.0,1
113.0,9.2,35,38.0,1
122.0,8.72,36,41.0,1
135.0,7.98,41,48.0,1
154.0,7.32,42,52.0,1
153.0,7.26,45,56.0,1
160.0,6.99,47,61.0,1
161.0,7.01,51,64.0,1
159.0,7.04,51,63.0,1
149.0,7.44,45,60.0,1
138.0,7.98,44,58.0,1
128.0,8.43,42,55.0,1
128.0,8.43,41,53.0,1
115.0,9.09,38,49.0,1
116.0,9.04,38,48.0,1
127.0,8.47,43,53.0,1
149.0,7.37,45,56.0,1
163.0,6.83,45,56.0,1
154.0,7.16,46,55.0,1
145.0,7.39,43,55.0,1
159.0,6.82,55,61.0,1
142.0,7.81,49,57.0,1
120.0,8.82,42,47.0,1
145.0,7.43,51,55.0,1
154.0,7.35,48,50.0,1
146.0,7.65,48,50.0,1
135.0,8.11,48,51.0,1
122.0,8.72,46,49.0,1
113.0,9.2,51,53.0,1
112.0,9.26,51,53.0,1
122.0,8.72,50,55.0,1
132.0,8.24,50,57.0,1
156.0,7.28,52,56.0,1
156.0,7.28,50,55.0,1
164.0,7.01,50,55.0,1
165.0,6.98,49,53.0,1
168.0,6.88,51,53.0,1
167.0,6.91,47,52.0,1
164.0,7.01,47,50.0,1
146.0,7.65,38,49.0,1
110.0,9.38,40,50.0,1
73.0,12.2,48,50.0,0
100.0,10.0,54,52.0,1
114.0,9.15,55,55.0,1
104.0,9.74,55,56.0,1
97.0,10.2,56,59.0,1
63.0,13.27,37,42.0,0
57.0,14.02,38,43.0,0
67.0,12.82,43,50.0,0
76.0,11.9,43,54.0,1
100.0,10.0,50,62.0,1
103.0,9.8,55,65.0,1
118.0,8.85,59,68.0,1
119.0,8.88,59,69.0,1
104.0,9.58,61,70.0,1
120.0,8.55,62,69.0,1
115.0,9.01,59,62.0,1
119.0,8.88,52,57.0,1
145.0,7.69,47,52.0,1
149.0,7.54,49,52.0,1
129.0,8.38,48,50.0,1
125.0,8.57,48,49.0,1
132.0,8.24,55,50.0,1
129.0,8.38,48,48.0,1
137.0,8.02,51,49.0,1
102.0,9.87,63,51.0,1
97.0,10.2,65,50.0,1
98.0,10.14,67,54.0,1
120.0,8.82,65,56.0,1
123.0,8.67,66,55.0,1
123.0,8.67,68,55.0,1
172.0,6.44,62,57.0,1
198.0,6.05,54,48.0,1
204.0,5.91,59,52.0,1
199.0,6.02,62,56.0,1
195.0,6.12,66,61.0,1
192.0,6.2,69,65.0,1
187.0,6.33,71,65.0,1
186.0,6.36,67,63.0,1
207.0,5.84,69,63.0,1
205.0,5.88,67,62.0,1
202.0,5.95,68,62.0,1
216.0,5.64,72,62.0,1
231.0,5.34,73,65.0,1
217.0,5.62,72,62.0,1
212.0,5.73,71,60.0,1
191.0,6.22,65,56.0,1
167.0,6.91,53,54.0,1
162.0,7.08,55,55.0,1
153.0,7.39,66,53.0,1
169.0,6.85,68,55.0,1
184.0,6.41,69,54.0,1
184.0,6.41,68,51.0,1
194.0,6.15,64,52.0,1
200.0,6.0,65,57.0,1
203.0,5.93,71,66.0,1
204.0,5.91,72,68.0,1
198.0,6.05,73,70.0,1
194.0,6.15,73,73.0,1
187.0,6.33,73,76.0,1
180.0,6.52,73,76.0,1
227.0,5.42,80,89.0,1
217.0,5.62,80,87.0,1
211.0,5.75,79,85.0,1
191.0,6.22,69,68.0,1
234.0,5.26,80,88.0,1
256.0,4.9,80,87.0,1
245.0,5.08,79,85.0,1
201.0,5.98,80,89.0,1
177.0,6.61,67,74.0,1
193.0,6.17,75,82.0,1
235.0,5.26,78,81.0,1
244.0,5.1,78,81.0,1
234.0,5.28,76,77.0,1
240.0,5.17,75,72.0,1
245.0,5.08,75,74.0,1
236.0,5.24,73,65.0,1
234.0,5.28,72,62.0,1
251.0,4.98,74,68.0,1
270.0,4.69,73,67.0,1
253.0,4.95,73,67.0,1
287.0,4.45,75,74.0,1
365.0,3.61,83,98.0,1
385.0,3.45,79,86.0,1
311.0,4.16,75,74.0,1
309.0,4.18,75,74.0,1
297.0,4.32,76,76.0,1
286.0,4.46,72,72.0,1
293.0,4.37,75,77.0,1
301.0,4.27,76,75.0,1
283.0,4.5,71,71.0,1
279.0,4.56,75,74.0,1
293.0,4.37,75,72.0,1
290.0,4.41,74,69.0,1
285.0,4.48,73,66.0,1
277.0,4.59,65,66.0,1
264.0,4.78,68,65.0,1
246.0,4.94,73,67.0,1
243.0,5.03,74,71.0,1
261.0,4.7,79,85.0,1
261.0,4.82,80,88.0,1
235.0,5.26,78,82.0,1
210.0,5.77,76,76.0,1
213.0,5.7,77,78.0,1
211.0,5.75,77,79.0,1
214.0,5.68,74,80.0,1
174.0,6.7,59,63.0,1
176.0,6.64,59,65.0,1
205.0,5.88,66,69.0,1
261.0,4.82,81,93.0,1
273.0,4.64,83,99.0,1
270.0,4.69,80,88.0,1
245.0,5.08,74,69.0,1
116.0,9.04,42,42.0,1
83.0,11.28,35,39.0,1
48.0,15.31,32,36.0,0
39.0,16.85,32,41.0,0
33.0,18.07,31,42.0,0
36.0,17.44,34,47.0,0
43.0,16.13,33,44.0,0
41.0,16.48,34,43.0,0
40.0,16.67,40,44.0,0
39.0,16.85,44,41.0,0
44.0,15.96,38,40.0,0
39.0,16.85,39,38.0,0
41.0,16.48,41,44.0,0
53.0,14.49,49,52.0,0
53.0,14.56,42,47.0,0
70.0,12.5,50,57.0,0
82.0,11.36,47,52.0,1
70.0,12.5,44,48.0,0
63.0,13.27,39,41.0,0
62.0,13.39,37,40.0,0
46.0,15.62,37,39.0,0
48.0,14.08,44,47.0,0
72.0,11.19,45,56.0,0
71.0,12.35,40,50.0,0
68.0,12.4,43,55.0,0
67.0,12.15,47,56.0,0
72.0,11.24,46,55.0,0
82.0,10.87,44,53.0,1
71.0,11.63,47,51.0,0
77.0,11.15,63,54.0,1
80.0,10.68,52,58.0,1
95.0,9.52,49,57.0,1
88.0,10.42,50,50.0,1
80.0,11.41,49,47.0,1
74.0,12.1,42,45.0,0
55.0,14.29,37,42.0,0
46.0,15.62,31,37.0,0
37.0,17.24,27,34.0,0
20.0,21.43,20,29.0,0
20.0,21.43,20,27.0,0
18.0,22.06,20,28.0,0
19.0,21.74,18,27.0,0
32.0,15.54,26,38.0,0
85.0,8.85,52,63.0,1
79.0,10.56,46,64.0,1
61.0,12.05,38,55.0,0
51.0,14.42,35,51.0,0
43.0,13.39,36,53.0,0
45.0,13.39,36,54.0,0
51.0,12.88,43,55.0,0
49.0,13.76,37,51.0,0
47.0,13.82,37,52.0,0
56.0,13.04,40,54.0,0
53.0,14.56,32,45.0,0
43.0,16.13,30,39.0,0
35.0,16.95,30,38.0,0
40.0,13.33,31,42.0,0
43.0,16.04,33,38.0,0
49.0,15.15,44,41.0,0
43.0,16.13,35,45.0,0
43.0,15.79,35,44.0,0
63.0,12.55,47,45.0,0
69.0,12.4,44,43.0,0
58.0,13.89,29,35.0,0
64.0,13.16,28,33.0,0
76.0,11.9,28,33.0,1
74.0,12.1,30,35.0,0
74.0,11.9,32,40.0,0
73.0,12.05,31,43.0,0
86.0,11.03,33,45.0,1
75.0,11.81,33,44.0,0
78.0,11.58,32,46.0,1
89.0,10.79,34,47.0,1
80.0,11.54,36,47.0,1
82.0,11.36,33,45.0,1
79.0,11.63,36,41.0,1
87.0,10.95,34,40.0,1
91.0,10.64,34,40.0,1
84.0,11.19,32,41.0,1
84.0,11.19,29,41.0,1
81.0,11.45,41,42.0,1
71.0,12.4,42,42.0,0
72.0,12.3,44,47.0,0
83.0,11.28,45,44.0,1
77.0,11.81,43,40.0,1
77.0,11.81,42,40.0,1
81.0,11.45,39,42.0,1
89.0,10.79,39,42.0,1
87.0,10.95,42,40.0,1
53.0,14.56,40,39.0,0
56.0,14.15,43,44.0,0
55.0,14.29,41,47.0,0
70.0,12.5,48,50.0,0
58.0,13.89,33,39.0,0
62.0,13.39,35,39.0,0
68.0,12.71,43,43.0,0
72.0,12.3,52,45.0,0
76.0,11.9,55,46.0,1
73.0,12.2,57,43.0,0
62.0,13.39,59,42.0,0
54.0,14.42,53,40.0,0
49.0,15.15,50,39.0,0
49.0,15.15,46,38.0,0
54.0,14.42,42,37.0,0
44.0,15.96,36,36.0,0
28.0,19.23,35,34.0,0
29.0,18.99,39,37.0,0
33.0,18.07,43,39.0,0
43.0,16.13,47,40.0,0
53.0,14.56,53,40.0,0
62.0,13.39,58,41.0,0
71.0,12.4,61,43.0,0
79.0,11.63,59,43.0,1
92.0,10.56,61,45.0,1
86.0,11.03,58,45.0,1
86.0,11.03,58,45.0,1
90.0,10.71,60,47.0,1
96.0,10.27,62,47.0,1
99.0,10.07,62,46.0,1
105.0,9.68,63,45.0,1
84.0,11.19,59,44.0,1
53.0,14.56,59,43.0,0
45.0,15.79,61,44.0,0
34.0,17.86,59,44.0,0
31.0,18.52,56,43.0,0
32.0,18.29,50,41.0,0
30.0,18.75,42,40.0,0
30.0,18.75,42,41.0,0
27.0,19.48,52,41.0,0
28.0,19.23,52,41.0,0
26.0,19.74,58,44.0,0
43.0,16.13,64,37.0,0
40.0,16.67,63,34.0,0
38.0,17.05,61,33.0,0
37.0,17.24,51,33.0,0
38.0,17.05,53,35.0,0
37.0,17.24,52,36.0,0
38.0,17.05,53,38.0,0
46.0,15.62,44,38.0,0
50.0,15.0,42,40.0,0
46.0,15.62,39,42.0,0
54.0,14.42,39,46.0,0
59.0,13.76,39,48.0,0
61.0,13.51,39,47.0,0
76.0,11.9,44,48.0,1
75.0,12.0,40,45.0,0
71.0,12.4,38,43.0,0
74.0,12.1,41,42.0,0
72.0,12.3,42,42.0,0
66.0,12.93,33,33.0,0
54.0,14.42,27,23.0,0
62.0,13.39,40,44.0,0
63.0,13.27,42,45.0,0
67.0,12.82,42,45.0,0
57.0,14.02,38,45.0,0
56.0,14.15,33,34.0,0
40.0,16.67,28,27.0,0
41.0,16.48,26,25.0,0
46.0,15.62,24,26.0,0
38.0,17.05,24,26.0,0
35.0,17.65,25,30.0,0
31.0,18.52,24,25.0,0
27.0,19.48,25,28.0,0
33.0,18.07,27,29.0,0
32.0,18.29,27,34.0,0
34.0,17.86,25,29.0,0
39.0,16.85,26,31.0,0
35.0,17.65,27,34.0,0
39.0,16.85,31,33.0,0
42.0,16.3,33,42.0,0
41.0,16.48,34,48.0,0
32.0,18.29,22,29.0,0
29.0,18.99,24,36.0,0
46.0,15.62,27,41.0,0
22.0,20.83,14,20.0,0
16.0,22.73,17,24.0,0
21.0,21.13,19,25.0,0
16.0,22.73,21,31.0,0
23.0,20.55,27,41.0,0
30.0,18.75,26,36.0,0
26.0,19.74,24,31.0,0
27.0,19.48,20,24.0,0
33.0,18.07,20,23.0,0
34.0,17.86,23,28.0,0
29.0,18.99,20,24.0,0
30.0,18.75,22,29.0,0
22.0,20.83,23,33.0,0
17.0,22.39,20,28.0,0
21.0,21.13,26,36.0,0
22.0,20.83,23,31.0,0
21.0,21.13,24,35.0,0
24.0,20.27,28,48.0,0
15.0,23.08,22,35.0,0
20.0,21.43,21,32.0,0
14.0,23.44,20,32.0,0
5.0,27.27,16,25.0,0
6.0,26.79,15,22.0,0
6.0,26.79,15,23.0,0
8.0,25.86,18,32.0,0
13.0,23.81,24,46.0,0
16.0,22.73,30,56.0,0
18.0,22.06,27,50.0,0
13.0,23.44,25,44.0,0
19.0,21.74,29,53.0,0
20.0,21.43,29,46.0,0
21.0,21.13,30,50.0,0
25.0,18.29,34,58.0,0
31.0,17.75,34,58.0,0
33.0,16.67,37,62.0,0
38.0,17.05,41,75.0,0
41.0,16.48,41,74.0,0
41.0,16.48,43,75.0,0
54.0,14.42,45,75.0,0
79.0,11.54,47,66.0,1
100.0,10.0,50,61.0,1
100.0,10.0,51,59.0,1
76.0,11.9,52,73.0,1
75.0,12.0,48,71.0,0
58.0,13.89,43,71.0,0
69.0,12.61,42,67.0,0
83.0,11.28,42,66.0,1
83.0,11.28,46,59.0,1
87.0,10.95,47,61.0,1
82.0,11.36,48,60.0,1
87.0,10.95,48,61.0,1
92.0,10.56,51,59.0,1
94.0,10.42,50,56.0,1
81.0,11.45,40,44.0,1
85.0,11.11,41,42.0,1
63.0,13.27,33,33.0,0
6.0,26.79,11,5.0,0
7.0,21.28,11,6.0,0
11.0,21.74,10,8.0,0
11.0,24.0,12,13.0,0
4.0,26.32,14,15.0,0
6.0,25.0,15,17.0,0
5.0,25.64,15,19.0,0
3.0,25.21,15,17.0,0
8.0,25.42,16,20.0,0
6.0,26.55,14,16.0,0
8.0,25.86,14,14.0,0
11.0,24.59,14,16.0,0
8.0,25.86,11,11.0,0
3.0,27.78,12,12.0,0
3.0,27.78,13,11.0,0
7.0,26.32,14,13.0,0
6.0,26.79,14,15.0,0
9.0,25.42,14,15.0,0
8.0,24.79,18,23.0,0
11.0,23.62,17,19.0,0
15.0,22.9,15,14.0,0
3.0,25.0,15,13.0,0
13.0,21.28,15,12.0,0
15.0,22.06,15,12.0,0
15.0,22.56,15,13.0,0
15.0,23.08,16,15.0,0
13.0,22.73,17,18.0,0
26.0,16.76,28,43.0,0
62.0,11.32,42,62.0,0
61.0,12.66,38,55.0,0
79.0,10.68,39,52.0,1
116.0,8.52,45,55.0,1
139.0,7.59,49,63.0,1
126.0,8.36,48,61.0,1
132.0,8.09,53,69.0,1
157.0,7.08,57,74.0,1
170.0,6.82,53,66.0,1
179.0,6.55,46,65.0,1
187.0,6.33,47,63.0,1
208.0,5.81,64,68.0,1
221.0,5.54,72,69.0,1
161.0,7.09,79,85.0,1
164.0,6.79,80,87.0,1
180.0,6.22,81,90.0,1
184.0,5.98,81,90.0,1
195.0,5.84,81,93.0,1
202.0,5.76,82,94.0,1
221.0,5.37,83,97.0,1
274.0,4.48,89,117.0,1
312.0,4.05,86,108.0,1
306.0,4.09,88,115.0,1
332.0,3.81,88,114.0,1
349.0,3.67,87,109.0,1
332.0,3.9,84,102.0,1
327.0,3.98,83,99.0,1
324.0,4.01,84,101.0,1
324.0,4.01,84,100.0,1
312.0,4.14,85,104.0,1
321.0,4.04,87,111.0,1
308.0,4.19,88,115.0,1
309.0,4.18,90,119.0,1
304.0,4.24,88,115.0,1
295.0,4.35,87,109.0,1
276.0,4.6,83,99.0,1
277.0,4.59,84,101.0,1
263.0,4.79,82,95.0,1
203.0,5.93,71,81.0,1
198.0,6.05,72,72.0,1
319.0,3.94,84,100.0,1
382.0,3.38,87,109.0,1
401.0,3.28,89,117.0,1
390.0,3.4,87,110.0,1
333.0,3.92,84,100.0,1
306.0,4.21,80,89.0,1
298.0,4.31,81,91.0,1
281.0,4.53,83,97.0,1
256.0,4.9,83,99.0,1
265.0,4.76,82,96.0,1
280.0,4.55,84,100.0,1
271.0,4.67,83,97.0,1
274.0,4.63,82,95.0,1
270.0,4.69,82,95.0,1
270.0,4.69,83,97.0,1
270.0,4.69,83,97.0,1
280.0,4.55,84,101.0,1
281.0,4.53,84,100.0,1
280.0,4.55,84,100.0,1
265.0,4.76,85,103.0,1
254.0,4.93,84,102.0,1
255.0,4.92,84,102.0,1
246.0,5.07,83,98.0,1
242.0,5.14,81,91.0,1
239.0,5.19,82,94.0,1
263.0,4.79,85,104.0,1
292.0,4.39,87,111.0,1
278.0,4.57,88,113.0,1
229.0,5.38,83,97.0,1
172.0,6.76,76,81.0,1
120.0,8.82,62,72.0,1
96.0,10.27,64,85.0,1
182.0,5.92,91,122.0,1
404.0,3.14,100,162.0,1
406.0,3.21,99,149.0,1
395.0,3.29,98,144.0,1
396.0,3.33,96,140.0,1
402.0,3.32,92,126.0,1
386.0,3.44,95,135.0,1
361.0,3.65,96,139.0,1
259.0,4.85,88,115.0,1
84.0,11.19,61,69.0,1
57.0,14.02,54,63.0,0
49.0,15.15,51,60.0,0
54.0,14.42,55,60.0,0
104.0,9.74,71,70.0,1
214.0,5.56,80,89.0,1
348.0,3.7,88,113.0,1
473.0,2.85,94,132.0,1
512.0,2.64,98,146.0,1
548.0,2.47,100,163.0,1
596.0,2.3,100,163.0,1
624.0,2.19,100,170.0,1
626.0,2.17,100,168.0,1
629.0,2.17,100,171.0,1
638.0,2.15,100,177.0,1
666.0,2.08,100,180.0,1
670.0,2.06,100,174.0,1
685.0,2.03,100,173.0,1
685.0,2.03,100,175.0,1
638.0,2.18,100,170.0,1
548.0,2.51,100,152.0,1
490.0,2.78,95,137.0,1
454.0,2.98,93,130.0,1
507.0,2.69,99,148.0,1
487.0,2.79,97,142.0,1
424.0,3.16,95,137.0,1
418.0,3.21,93,131.0,1
427.0,3.14,96,140.0,1
451.0,2.99,93,129.0,1
538.0,2.55,61,131.0,1
640.0,2.17,63,138.0,1
624.0,2.23,62,136.0,1
628.0,2.21,96,140.0,1
637.0,2.18,97,143.0,1
680.0,2.05,65,144.0,1
678.0,2.06,96,139.0,1
671.0,2.08,95,136.0,1
543.0,2.53,86,107.0,1
444.0,3.04,81,93.0,1
415.0,3.23,81,90.0,1
396.0,3.36,80,89.0,1
398.0,3.35,81,92.0,1
407.0,3.28,82,96.0,1
396.0,3.36,82,95.0,1
391.0,3.4,81,91.0,1
80.0,11.54,18,18.0,1
17.0,22.39,15,17.0,0
9.0,25.42,16,20.0,0
6.0,26.79,18,26.0,0
6.0,26.79,20,29.0,0
3.0,27.78,22,35.0,0
6.0,26.79,17,25.0,0
7.0,26.32,14,14.0,0
8.0,25.86,11,11.0,0
5.0,27.27,13,11.0,0
4.0,27.52,11,11.0,0
5.0,27.27,11,10.0,0
3.0,27.78,11,10.0,0
3.0,27.78,12,14.0,0
7.0,26.32,15,17.0,0
6.0,26.79,16,22.0,0
16.0,22.73,15,17.0,0
3.0,27.78,14,14.0,0
3.0,27.78,13,15.0,0
5.0,27.27,15,17.0,0
6.0,26.79,12,13.0,0
5.0,23.26,11,9.0,0
7.0,25.86,11,9.0,0
3.0,27.78,13,10.0,0
7.0,26.32,10,8.0,0
4.0,27.52,9,9.0,0
6.0,26.79,10,7.0,0
5.0,27.27,11,10.0,0
8.0,25.86,13,16.0,0
12.0,24.19,15,19.0,0
7.0,26.32,15,19.0,0
14.0,23.44,14,14.0,0
13.0,23.81,13,10.0,0
12.0,24.19,11,9.0,0
11.0,22.39,12,9.0,0
16.0,22.06,12,9.0,0
14.0,23.44,14,13.0,0
7.0,26.32,14,14.0,0
5.0,25.64,15,18.0,0
13.0,23.81,15,19.0,0
18.0,22.06,19,25.0,0
15.0,23.08,23,34.0,0
14.0,23.44,20,29.0,0
15.0,23.08,22,30.0,0
14.0,23.44,20,27.0,0
14.0,23.44,18,21.0,0
10.0,25.0,18,22.0,0
6.0,26.79,19,25.0,0
10.0,25.0,16,22.0,0
3.0,27.78,17,24.0,0
8.0,25.86,20,29.0,0
8.0,25.86,23,32.0,0
6.0,26.79,28,47.0,0
11.0,24.59,30,50.0,0
12.0,24.19,31,46.0,0
14.0,23.44,27,39.0,0
9.0,25.42,23,31.0,0
16.0,22.73,18,23.0,0
7.0,26.32,12,13.0,0
10.0,25.0,13,16.0,0
8.0,25.86,13,17.0,0
7.0,24.39,16,20.0,0
20.0,20.41,34,58.0,0
40.0,14.56,43,69.0,0
98.0,9.01,56,80.0,1
129.0,7.79,67,82.0,1
129.0,7.63,78,82.0,1
136.0,7.69,62,77.0,1
128.0,7.92,68,76.0,1
124.0,8.13,66,76.0,1
121.0,8.26,71,82.0,1
90.0,10.71,59,78.0,1
27.0,19.48,42,62.0,0
17.0,22.39,34,52.0,0
15.0,23.08,34,56.0,0
14.0,23.44,35,59.0,0
23.0,19.87,36,59.0,0
33.0,16.76,39,57.0,0
26.0,19.74,33,48.0,0
18.0,22.06,21,26.0,0
25.0,20.0,18,23.0,0
18.0,21.58,18,21.0,0
19.0,18.63,19,24.0,0
26.0,17.75,25,35.0,0
35.0,15.87,37,55.0,0
37.0,14.49,42,68.0,0
73.0,10.64,54,85.0,0
116.0,8.5,61,89.0,1
90.0,9.38,67,84.0,1
85.0,10.14,73,76.0,1
75.0,10.95,59,74.0,0
81.0,10.42,64,74.0,1
87.0,10.2,60,68.0,1
114.0,8.77,60,68.0,1
126.0,8.52,62,69.0,1
143.0,7.44,77,78.0,1
166.0,6.3,77,78.0,1
149.0,7.54,75,74.0,1
102.0,9.06,64,63.0,1
84.0,10.83,63,60.0,1
83.0,10.17,63,61.0,1
102.0,9.29,67,68.0,1
113.0,8.24,67,74.0,1
128.0,7.61,73,83.0,1
163.0,6.62,81,98.0,1
194.0,5.76,87,112.0,1
214.0,5.23,89,118.0,1
228.0,4.91,91,124.0,1
246.0,4.59,92,127.0,1
234.0,4.87,91,124.0,1
223.0,5.1,89,117.0,1
181.0,6.2,82,99.0,1
179.0,6.32,83,98.0,1
190.0,6.01,85,103.0,1
203.0,5.76,85,104.0,1
220.0,5.41,84,100.0,1
208.0,5.71,83,98.0,1
192.0,6.2,81,91.0,1
188.0,6.3,75,94.0,1
187.0,6.21,73,92.0,1
179.0,6.55,80,87.0,1
160.0,7.09,77,89.0,1
170.0,6.71,79,85.0,1
155.0,7.28,78,87.0,1
154.0,7.21,77,84.0,1
147.0,7.14,73,83.0,1
149.0,7.39,71,80.0,1
173.0,6.58,78,88.0,1
208.0,5.44,85,105.0,1
193.0,5.84,82,95.0,1
191.0,5.88,85,104.0,1
200.0,5.73,85,105.0,1
194.0,5.89,85,104.0,1
198.0,5.68,84,101.0,1
198.0,5.85,81,91.0,1
170.0,6.68,77,78.0,1
149.0,7.54,71,70.0,1
151.0,7.46,74,71.0,1
155.0,7.32,75,72.0,1
158.0,7.21,75,74.0,1
163.0,7.04,76,75.0,1
252.0,4.89,80,88.0,1
191.0,6.22,72,73.0,1
181.0,6.49,69,70.0,1
185.0,6.38,76,76.0,1
227.0,5.42,78,82.0,1
230.0,5.36,78,82.0,1
218.0,5.6,79,85.0,1
233.0,5.3,79,85.0,1
224.0,5.47,80,89.0,1
230.0,5.36,81,92.0,1
237.0,5.22,81,93.0,1
262.0,4.77,81,92.0,1
280.0,4.48,85,103.0,1
314.0,4.02,87,112.0,1
311.0,4.04,87,112.0,1
289.0,4.42,86,107.0,1
290.0,4.29,84,102.0,1
304.0,4.06,83,98.0,1
268.0,4.6,82,96.0,1
265.0,4.76,81,92.0,1
264.0,4.78,80,87.0,1
287.0,4.45,79,86.0,1
293.0,4.37,78,82.0,1
291.0,4.4,78,83.0,1
276.0,4.6,77,79.0,1
271.0,4.67,79,84.0,1
255.0,4.92,80,94.0,1
233.0,5.3,81,92.0,1
249.0,5.02,82,95.0,1
240.0,5.17,83,98.0,1
229.0,5.38,82,94.0,1
228.0,5.4,82,95.0,1
242.0,5.14,81,93.0,1
231.0,5.34,81,92.0,1
228.0,5.4,82,96.0,1
231.0,5.34,81,92.0,1
281.0,4.53,83,99.0,1
267.0,4.73,79,92.0,1
283.0,4.5,83,99.0,1
301.0,4.27,86,106.0,1
313.0,4.13,86,108.0,1
325.0,4.0,88,114.0,1
325.0,4.0,87,109.0,1
326.0,3.99,87,110.0,1
330.0,3.95,88,114.0,1
310.0,4.17,84,101.0,1
254.0,4.93,78,82.0,1
260.0,4.84,77,78.0,1
290.0,4.41,80,87.0,1
282.0,4.52,80,88.0,1
235.0,5.26,77,79.0,1
242.0,5.14,77,80.0,1
227.0,5.42,77,78.0,1
215.0,5.66,75,74.0,1
164.0,7.01,66,66.0,1
110.0,9.38,51,59.0,1
68.0,12.71,35,40.0,0
45.0,15.79,23,23.0,0
27.0,19.48,18,16.0,0
20.0,21.43,15,12.0,0
17.0,22.39,16,15.0,0
15.0,23.08,16,15.0,0
19.0,21.74,16,21.0,0
18.0,22.06,23,34.0,0
21.0,21.13,29,46.0,0
21.0,21.13,31,48.0,0
23.0,20.55,35,60.0,0
35.0,17.65,38,65.0,0
25.0,20.0,34,57.0,0
25.0,20.0,32,56.0,0
37.0,17.24,41,65.0,0
29.0,18.99,35,60.0,0
18.0,22.06,33,55.0,0
22.0,20.83,28,48.0,0
19.0,21.74,24,45.0,0
14.0,23.44,29,46.0,0
16.0,22.73,31,52.0,0
18.0,22.06,38,63.0,0
16.0,22.73,40,65.0,0
18.0,22.06,33,55.0,0
13.0,23.81,25,39.0,0
14.0,23.44,22,30.0,0
25.0,20.0,24,32.0,0
21.0,21.13,22,29.0,0
31.0,17.65,32,46.0,0
70.0,11.32,46,64.0,0
73.0,11.28,41,54.0,0
72.0,12.0,41,54.0,0
74.0,11.76,44,58.0,0
70.0,12.1,45,62.0,0
81.0,10.91,54,68.0,1
91.0,10.17,59,74.0,1
104.0,9.32,59,74.0,1
115.0,9.09,56,68.0,1
132.0,8.24,60,73.0,1
129.0,8.38,60,72.0,1
123.0,8.5,73,82.0,1
152.0,6.44,83,98.0,1
165.0,6.12,82,95.0,1
129.0,7.92,78,81.0,1
95.0,10.27,64,63.0,1
70.0,12.3,54,58.0,0
47.0,15.46,45,55.0,0
40.0,16.67,39,51.0,0
45.0,15.31,41,54.0,0
45.0,15.31,38,49.0,0
50.0,15.0,36,47.0,0
57.0,13.89,38,50.0,0
69.0,12.61,41,54.0,0
69.0,12.61,43,60.0,0
111.0,8.57,69,94.0,1
281.0,4.05,97,143.0,1
233.0,4.98,85,103.0,1
248.0,4.8,87,110.0,1
329.0,3.76,90,119.0,1
392.0,3.3,92,125.0,1
265.0,4.46,89,116.0,1
254.0,4.5,92,125.0,1
289.0,4.02,94,133.0,1
359.0,3.41,96,138.0,1
294.0,4.09,91,123.0,1
298.0,4.06,92,126.0,1
250.0,4.92,84,110.0,1
132.0,8.24,69,70.0,1
90.0,10.71,57,62.0,1
70.0,12.5,48,56.0,0
60.0,13.64,43,50.0,0
71.0,12.4,45,51.0,0
63.0,13.16,45,49.0,0
102.0,9.77,54,59.0,1
120.0,8.38,66,71.0,1
160.0,6.76,79,86.0,1
