district,pm25,nox,visibility,traffic,condition,city,country,year,month,day,hour
Residential District,380.0,230.0,3.34,100,Clear,"Dongsi, Beijing",China,2015,10,16,23
Residential District,375.0,192.0,3.53,100,Clear,"Dongsi, Beijing",China,2015,10,17,0
Residential District,350.0,177.0,3.75,100,Clear,"Dongsi, Beijing",China,2015,10,17,1
Residential District,311.0,160.0,4.16,98,Clear,"Dongsi, Beijing",China,2015,10,17,2
Residential District,298.0,150.0,4.31,95,Clear,"Dongsi, Beijing",China,2015,10,17,3
Residential District,304.0,151.0,4.24,95,Clear,"Dongsi, Beijing",China,2015,10,17,4
Residential District,290.0,148.0,4.41,92,Clear,"Dongsi, Beijing",China,2015,10,17,5
Residential District,316.0,142.0,4.1,89,Clear,"Dongsi, Beijing",China,2015,10,17,6
Residential District,322.0,124.0,4.03,81,Clear,"Dongsi, Beijing",China,2015,10,17,7
Residential District,307.0,111.0,4.2,79,Clear,"Dongsi, Beijing",China,2015,10,17,8
Residential District,308.0,109.0,4.19,75,Clear,"Dongsi, Beijing",China,2015,10,17,9
Residential District,310.0,124.0,4.17,80,Clear,"Dongsi, Beijing",China,2015,10,17,10
Residential District,311.0,122.0,4.16,79,Clear,"Dongsi, Beijing",China,2015,10,17,11
Residential District,300.0,116.0,4.29,76,Clear,"Dongsi, Beijing",China,2015,10,17,12
Residential District,315.0,102.0,4.11,71,Clear,"Dongsi, Beijing",China,2015,10,17,13
Residential District,329.0,110.0,3.96,75,Clear,"Dongsi, Beijing",China,2015,10,17,14
Residential District,322.0,117.0,4.03,78,Clear,"Dongsi, Beijing",China,2015,10,17,15
Residential District,321.0,120.0,4.04,79,Clear,"Dongsi, Beijing",China,2015,10,17,16
Residential District,326.0,128.0,3.99,83,Clear,"Dongsi, Beijing",China,2015,10,17,17
Residential District,335.0,163.0,3.9,95,Clear,"Dongsi, Beijing",China,2015,10,17,18
Residential District,357.0,215.0,3.61,100,Clear,"Dongsi, Beijing",China,2015,10,17,19
Residential District,366.0,227.0,3.56,100,Clear,"Dongsi, Beijing",China,2015,10,17,20
Residential District,368.0,202.0,3.59,100,Clear,"Dongsi, Beijing",China,2015,10,17,21
Residential District,368.0,191.0,3.59,100,Clear,"Dongsi, Beijing",China,2015,10,17,22
Residential District,348.0,176.0,3.77,100,Clear,"Dongsi, Beijing",China,2015,10,17,23
Residential District,326.0,136.0,3.99,89,Clear,"Dongsi, Beijing",China,2015,10,18,0
Residential District,284.0,108.0,4.49,75,Clear,"Dongsi, Beijing",China,2015,10,18,1
Residential District,216.0,66.0,5.64,53,Clear,"Dongsi, Beijing",China,2015,10,18,2
Residential District,167.0,65.0,6.91,40,Clear,"Dongsi, Beijing",China,2015,10,18,3
Residential District,90.0,65.0,10.71,33,Clear,"Dongsi, Beijing",China,2015,10,18,4
Residential District,29.0,24.0,18.99,19,Clear,"Dongsi, Beijing",China,2015,10,18,5
Residential District,24.0,22.0,20.27,16,Clear,"Dongsi, Beijing",China,2015,10,18,6
Residential District,13.0,28.0,23.81,17,Clear,"Dongsi, Beijing",China,2015,10,18,7
Residential District,11.0,42.0,24.59,21,Clear,"Dongsi, Beijing",China,2015,10,18,8
Residential District,14.0,37.0,23.44,21,Clear,"Dongsi, Beijing",China,2015,10,18,9
Residential District,13.0,30.0,23.81,17,Clear,"Dongsi, Beijing",China,2015,10,18,10
Residential District,23.0,28.0,15.38,22,Clear,"Dongsi, Beijing",China,2015,10,18,11
Residential District,33.0,29.0,17.24,24,Clear,"Dongsi, Beijing",China,2015,10,18,12
Residential District,48.0,32.0,13.57,26,Clear,"Dongsi, Beijing",China,2015,10,18,13
Residential District,55.0,34.0,14.29,28,Clear,"Dongsi, Beijing",China,2015,10,18,14
Residential District,38.0,29.0,16.95,24,Clear,"Dongsi, Beijing",China,2015,10,18,15
Residential District,35.0,31.0,17.65,24,Clear,"Dongsi, Beijing",China,2015,10,18,16
Residential District,29.0,37.0,18.29,29,Clear,"Dongsi, Beijing",China,2015,10,18,17
Residential District,36.0,53.0,14.22,43,Clear,"Dongsi, Beijing",China,2015,10,18,19
Residential District,39.0,58.0,10.68,43,Windy,"Dongsi, Beijing",China,2015,10,18,20
Residential District,35.0,50.0,12.15,32,Clear,"Dongsi, Beijing",China,2015,10,18,21
Residential District,27.0,35.0,16.48,27,Clear,"Dongsi, Beijing",China,2015,10,18,22
Residential District,22.0,36.0,17.75,24,Clear,"Dongsi, Beijing",China,2015,10,18,23
Residential District,22.0,40.0,17.34,24,Clear,"Dongsi, Beijing",China,2015,10,19,0
Residential District,19.0,42.0,17.44,23,Clear,"Dongsi, Beijing",China,2015,10,19,1
Residential District,19.0,40.0,18.29,22,Clear,"Dongsi, Beijing",China,2015,10,19,2
Residential District,17.0,37.0,19.87,21,Clear,"Dongsi, Beijing",China,2015,10,19,3
Residential District,15.0,35.0,20.83,20,Clear,"Dongsi, Beijing",China,2015,10,19,4
Residential District,17.0,36.0,19.35,21,Clear,"Dongsi, Beijing",China,2015,10,19,5
Residential District,23.0,49.0,18.63,27,Clear,"Dongsi, Beijing",China,2015,10,19,6
Residential District,25.0,59.0,17.05,31,Clear,"Dongsi, Beijing",China,2015,10,19,7
Residential District,33.0,56.0,13.89,34,Clear,"Dongsi, Beijing",China,2015,10,19,8
Residential District,35.0,57.0,13.39,36,Clear,"Dongsi, Beijing",China,2015,10,19,9
Residential District,39.0,54.0,13.33,25,Clear,"Dongsi, Beijing",China,2015,10,19,10
Residential District,40.0,56.0,12.71,30,Clear,"Dongsi, Beijing",China,2015,10,19,11
Residential District,50.0,53.0,11.9,31,Clear,"Dongsi, Beijing",China,2015,10,19,12
Residential District,58.0,42.0,10.95,26,Clear,"Dongsi, Beijing",China,2015,10,19,13
Residential District,66.0,37.0,10.17,24,Clear,"Dongsi, Beijing",China,2015,10,19,14
Residential District,75.0,37.0,9.77,26,Clear,"Dongsi, Beijing",China,2015,10,19,15
Residential District,81.0,42.0,9.49,28,Clear,"Dongsi, Beijing",China,2015,10,19,16
Residential District,76.0,48.0,9.46,30,Clear,"Dongsi, Beijing",China,2015,10,19,17
Residential District,90.0,50.0,8.47,32,Clear,"Dongsi, Beijing",China,2015,10,19,18
Residential District,104.0,61.0,8.06,39,Clear,"Dongsi, Beijing",China,2015,10,19,19
Residential District,107.0,78.0,8.04,46,Clear,"Dongsi, Beijing",China,2015,10,19,20
Residential District,109.0,98.0,7.92,57,Clear,"Dongsi, Beijing",China,2015,10,19,21
Residential District,114.0,104.0,7.52,64,Clear,"Dongsi, Beijing",China,2015,10,19,22
Residential District,134.0,100.0,6.71,72,Clear,"Dongsi, Beijing",China,2015,10,19,23
Residential District,142.0,105.0,6.4,74,Clear,"Dongsi, Beijing",China,2015,10,20,0
Residential District,137.0,98.0,6.73,65,Clear,"Dongsi, Beijing",China,2015,10,20,1
Residential District,124.0,95.0,7.58,59,Clear,"Dongsi, Beijing",China,2015,10,20,2
Residential District,95.0,87.0,9.4,47,Clear,"Dongsi, Beijing",China,2015,10,20,3
Residential District,92.0,74.0,9.9,39,Clear,"Dongsi, Beijing",China,2015,10,20,4
Residential District,88.0,74.0,9.8,44,Clear,"Dongsi, Beijing",China,2015,10,20,5
Residential District,89.0,73.0,9.71,42,Clear,"Dongsi, Beijing",China,2015,10,20,6
Residential District,83.0,66.0,10.17,40,Clear,"Dongsi, Beijing",China,2015,10,20,7
Residential District,77.0,67.0,10.1,42,Clear,"Dongsi, Beijing",China,2015,10,20,8
Residential District,84.0,70.0,9.35,48,Clear,"Dongsi, Beijing",China,2015,10,20,9
Residential District,98.0,77.0,8.9,62,Clear,"Dongsi, Beijing",China,2015,10,20,10
Residential District,3.0,75.0,28.3,45,Clear,"Dongsi, Beijing",China,2015,10,20,11
Residential District,55.0,63.0,10.6,54,Clear,"Dongsi, Beijing",China,2015,10,20,13
Residential District,66.0,70.0,10.56,56,Clear,"Dongsi, Beijing",China,2015,10,20,14
Residential District,51.0,66.0,11.15,50,Clear,"Dongsi, Beijing",China,2015,10,20,15
Residential District,43.0,62.0,11.11,44,Clear,"Dongsi, Beijing",China,2015,10,20,16
Residential District,46.0,70.0,11.03,50,Clear,"Dongsi, Beijing",China,2015,10,20,17
Residential District,59.0,73.0,10.49,51,Clear,"Dongsi, Beijing",China,2015,10,20,18
Residential District,65.0,72.0,10.83,50,Clear,"Dongsi, Beijing",China,2015,10,20,19
Residential District,74.0,63.0,10.91,44,Clear,"Dongsi, Beijing",China,2015,10,20,20
Residential District,67.0,70.0,10.91,50,Clear,"Dongsi, Beijing",China,2015,10,20,21
Residential District,64.0,60.0,11.19,43,Clear,"Dongsi, Beijing",China,2015,10,20,22
Residential District,65.0,38.0,12.24,33,Clear,"Dongsi, Beijing",China,2015,10,20,23
Residential District,63.0,29.0,13.27,28,Clear,"Dongsi, Beijing",China,2015,10,21,0
Residential District,62.0,27.0,13.39,26,Clear,"Dongsi, Beijing",China,2015,10,21,1
Residential District,55.0,28.0,14.29,26,Rainy,"Dongsi, Beijing",China,2015,10,21,2
Residential District,48.0,26.0,15.31,24,Rainy,"Dongsi, Beijing",China,2015,10,21,3
Residential District,49.0,29.0,15.15,24,Rainy,"Dongsi, Beijing",China,2015,10,21,4
Residential District,56.0,29.0,14.15,27,Rainy,"Dongsi, Beijing",China,2015,10,21,5
Residential District,55.0,34.0,14.29,28,Rainy,"Dongsi, Beijing",China,2015,10,21,6
Residential District,43.0,29.0,16.13,24,Rainy,"Dongsi, Beijing",China,2015,10,21,7
Residential District,37.0,47.0,17.24,31,Clear,"Dongsi, Beijing",China,2015,10,21,8
Residential District,36.0,44.0,17.44,28,Clear,"Dongsi, Beijing",China,2015,10,21,9
Residential District,32.0,44.0,18.29,30,Rainy,"Dongsi, Beijing",China,2015,10,21,10
Residential District,36.0,50.0,17.44,32,Clear,"Dongsi, Beijing",China,2015,10,21,11
Residential District,38.0,51.0,17.05,32,Clear,"Dongsi, Beijing",China,2015,10,21,12
Residential District,49.0,46.0,15.15,31,Clear,"Dongsi, Beijing",China,2015,10,21,13
Residential District,53.0,50.0,14.56,32,Clear,"Dongsi, Beijing",China,2015,10,21,15
Residential District,52.0,54.0,14.71,35,Clear,"Dongsi, Beijing",China,2015,10,21,16
Residential District,47.0,57.0,15.15,36,Clear,"Dongsi, Beijing",China,2015,10,21,17
Residential District,44.0,52.0,15.96,32,Clear,"Dongsi, Beijing",China,2015,10,21,18
Residential District,43.0,54.0,15.79,35,Clear,"Dongsi, Beijing",China,2015,10,21,19
Residential District,53.0,56.0,14.15,39,Clear,"Dongsi, Beijing",China,2015,10,21,20
Residential District,77.0,57.0,10.53,47,Clear,"Dongsi, Beijing",China,2015,10,21,21
Residential District,79.0,57.0,10.45,47,Clear,"Dongsi, Beijing",China,2015,10,21,22
Residential District,82.0,55.0,10.34,46,Clear,"Dongsi, Beijing",China,2015,10,21,23
Residential District,80.0,54.0,10.68,45,Clear,"Dongsi, Beijing",China,2015,10,22,0
Residential District,78.0,52.0,10.75,44,Clear,"Dongsi, Beijing",China,2015,10,22,1
Residential District,78.0,47.0,10.95,44,Rainy,"Dongsi, Beijing",China,2015,10,22,2
Residential District,73.0,50.0,11.86,38,Rainy,"Dongsi, Beijing",China,2015,10,22,3
Residential District,38.0,58.0,17.05,31,Rainy,"Dongsi, Beijing",China,2015,10,22,4
Residential District,25.0,31.0,20.0,23,Rainy,"Dongsi, Beijing",China,2015,10,22,5
Residential District,22.0,35.0,20.83,24,Rainy,"Dongsi, Beijing",China,2015,10,22,6
Residential District,28.0,56.0,19.23,32,Rainy,"Dongsi, Beijing",China,2015,10,22,7
Residential District,23.0,59.0,20.55,33,Rainy,"Dongsi, Beijing",China,2015,10,22,8
Residential District,24.0,39.0,20.27,23,Rainy,"Dongsi, Beijing",China,2015,10,22,9
Residential District,15.0,42.0,23.08,24,Rainy,"Dongsi, Beijing",China,2015,10,22,10
Residential District,17.0,41.0,22.39,24,Clear,"Dongsi, Beijing",China,2015,10,22,11
Residential District,18.0,38.0,22.06,23,Clear,"Dongsi, Beijing",China,2015,10,22,12
Residential District,16.0,39.0,22.73,23,Clear,"Dongsi, Beijing",China,2015,10,22,13
Residential District,21.0,39.0,21.13,25,Clear,"Dongsi, Beijing",China,2015,10,22,14
Residential District,20.0,39.0,21.43,23,Clear,"Dongsi, Beijing",China,2015,10,22,15
Residential District,17.0,37.0,22.39,23,Clear,"Dongsi, Beijing",China,2015,10,22,16
Residential District,14.0,43.0,22.73,26,Clear,"Dongsi, Beijing",China,2015,10,22,17
Residential District,18.0,50.0,20.83,29,Clear,"Dongsi, Beijing",China,2015,10,22,18
Residential District,26.0,63.0,17.96,34,Clear,"Dongsi, Beijing",China,2015,10,22,19
Residential District,38.0,61.0,15.87,35,Clear,"Dongsi, Beijing",China,2015,10,22,20
Residential District,42.0,69.0,14.02,43,Clear,"Dongsi, Beijing",China,2015,10,22,21
Residential District,40.0,68.0,15.0,41,Clear,"Dongsi, Beijing",China,2015,10,22,22
Residential District,37.0,66.0,16.13,37,Clear,"Dongsi, Beijing",China,2015,10,22,23
Residential District,37.0,60.0,15.96,37,Clear,"Dongsi, Beijing",China,2015,10,23,0
Residential District,35.0,58.0,16.13,36,Clear,"Dongsi, Beijing",China,2015,10,23,1
Residential District,41.0,56.0,16.13,34,Clear,"Dongsi, Beijing",China,2015,10,23,2
Residential District,36.0,58.0,17.44,33,Clear,"Dongsi, Beijing",China,2015,10,23,3
Residential District,47.0,56.0,15.46,32,Clear,"Dongsi, Beijing",China,2015,10,23,4
Residential District,41.0,52.0,16.48,31,Clear,"Dongsi, Beijing",China,2015,10,23,5
Residential District,40.0,50.0,16.67,30,Clear,"Dongsi, Beijing",China,2015,10,23,6
Residential District,42.0,51.0,16.3,32,Clear,"Dongsi, Beijing",China,2015,10,23,7
Residential District,46.0,50.0,15.62,33,Clear,"Dongsi, Beijing",China,2015,10,23,8
Residential District,49.0,51.0,14.63,34,Clear,"Dongsi, Beijing",China,2015,10,23,9
Residential District,52.0,54.0,14.42,35,Clear,"Dongsi, Beijing",China,2015,10,23,10
Residential District,53.0,55.0,14.56,35,Clear,"Dongsi, Beijing",China,2015,10,23,11
Residential District,58.0,53.0,13.89,34,Clear,"Dongsi, Beijing",China,2015,10,23,12
Residential District,56.0,46.0,14.15,31,Clear,"Dongsi, Beijing",China,2015,10,23,13
Residential District,52.0,38.0,14.71,26,Clear,"Dongsi, Beijing",China,2015,10,23,14
Residential District,48.0,35.0,15.31,25,Clear,"Dongsi, Beijing",China,2015,10,23,15
Residential District,48.0,36.0,15.31,26,Clear,"Dongsi, Beijing",China,2015,10,23,16
Residential District,47.0,41.0,14.85,27,Clear,"Dongsi, Beijing",China,2015,10,23,17
Residential District,54.0,56.0,13.51,34,Clear,"Dongsi, Beijing",China,2015,10,23,18
Residential District,67.0,71.0,12.24,42,Clear,"Dongsi, Beijing",China,2015,10,23,19
Residential District,78.0,75.0,11.11,45,Clear,"Dongsi, Beijing",China,2015,10,23,20
Residential District,89.0,76.0,10.38,45,Clear,"Dongsi, Beijing",China,2015,10,23,21
Residential District,98.0,74.0,9.74,44,Clear,"Dongsi, Beijing",China,2015,10,23,22
Residential District,100.0,71.0,9.71,47,Clear,"Dongsi, Beijing",China,2015,10,23,23
Residential District,109.0,69.0,9.09,49,Clear,"Dongsi, Beijing",China,2015,10,24,0
Residential District,102.0,67.0,9.49,50,Clear,"Dongsi, Beijing",China,2015,10,24,1
Residential District,108.0,64.0,9.32,53,Clear,"Dongsi, Beijing",China,2015,10,24,2
Residential District,95.0,73.0,9.77,49,Clear,"Dongsi, Beijing",China,2015,10,24,3
Residential District,101.0,73.0,9.65,42,Clear,"Dongsi, Beijing",China,2015,10,24,4
Residential District,85.0,56.0,11.11,39,Clear,"Dongsi, Beijing",China,2015,10,24,5
Residential District,76.0,55.0,11.9,37,Clear,"Dongsi, Beijing",China,2015,10,24,6
Residential District,73.0,56.0,11.95,39,Clear,"Dongsi, Beijing",China,2015,10,24,7
Residential District,68.0,48.0,12.71,33,Clear,"Dongsi, Beijing",China,2015,10,24,8
Residential District,83.0,57.0,11.24,39,Clear,"Dongsi, Beijing",China,2015,10,24,9
Residential District,85.0,57.0,11.11,41,Clear,"Dongsi, Beijing",China,2015,10,24,10
Residential District,56.0,47.0,13.76,36,Clear,"Dongsi, Beijing",China,2015,10,24,11
Residential District,33.0,28.0,16.85,25,Clear,"Dongsi, Beijing",China,2015,10,24,12
Residential District,35.0,27.0,16.95,25,Clear,"Dongsi, Beijing",China,2015,10,24,13
Residential District,46.0,36.0,14.35,34,Clear,"Dongsi, Beijing",China,2015,10,24,14
Residential District,60.0,39.0,13.22,38,Clear,"Dongsi, Beijing",China,2015,10,24,15
Residential District,58.0,42.0,13.27,36,Clear,"Dongsi, Beijing",China,2015,10,24,16
Residential District,50.0,45.0,13.89,35,Clear,"Dongsi, Beijing",China,2015,10,24,17
Residential District,44.0,55.0,14.29,35,Clear,"Dongsi, Beijing",China,2015,10,24,18
Residential District,27.0,55.0,14.35,35,Clear,"Dongsi, Beijing",China,2015,10,24,19
Residential District,29.0,48.0,14.56,30,Clear,"Dongsi, Beijing",China,2015,10,24,20
Residential District,33.0,59.0,14.15,33,Clear,"Dongsi, Beijing",China,2015,10,24,21
Residential District,32.0,72.0,14.35,39,Clear,"Dongsi, Beijing",China,2015,10,24,22
Residential District,29.0,71.0,15.15,37,Clear,"Dongsi, Beijing",China,2015,10,24,23
Residential District,33.0,76.0,14.63,38,Clear,"Dongsi, Beijing",China,2015,10,25,0
Residential District,40.0,74.0,13.76,39,Clear,"Dongsi, Beijing",China,2015,10,25,1
Residential District,34.0,71.0,14.22,38,Clear,"Dongsi, Beijing",China,2015,10,25,2
Residential District,28.0,68.0,15.62,39,Clear,"Dongsi, Beijing",China,2015,10,25,3
Residential District,24.0,68.0,16.95,36,Clear,"Dongsi, Beijing",China,2015,10,25,4
Residential District,23.0,61.0,17.24,32,Clear,"Dongsi, Beijing",China,2015,10,25,5
Residential District,22.0,57.0,17.54,31,Clear,"Dongsi, Beijing",China,2015,10,25,6
Residential District,19.0,43.0,19.61,25,Clear,"Dongsi, Beijing",China,2015,10,25,7
Residential District,18.0,45.0,18.18,25,Clear,"Dongsi, Beijing",China,2015,10,25,8
Residential District,20.0,47.0,17.44,28,Clear,"Dongsi, Beijing",China,2015,10,25,9
Residential District,28.0,49.0,16.3,30,Clear,"Dongsi, Beijing",China,2015,10,25,10
Residential District,25.0,45.0,15.87,30,Clear,"Dongsi, Beijing",China,2015,10,25,11
Residential District,30.0,47.0,14.35,31,Clear,"Dongsi, Beijing",China,2015,10,25,12
Residential District,36.0,45.0,14.71,29,Clear,"Dongsi, Beijing",China,2015,10,25,13
Residential District,31.0,40.0,15.79,25,Clear,"Dongsi, Beijing",China,2015,10,25,14
Residential District,29.0,36.0,16.22,22,Clear,"Dongsi, Beijing",China,2015,10,25,15
Residential District,22.0,34.0,17.96,22,Clear,"Dongsi, Beijing",China,2015,10,25,16
Residential District,25.0,49.0,15.96,28,Clear,"Dongsi, Beijing",China,2015,10,25,17
Residential District,26.0,55.0,15.46,32,Clear,"Dongsi, Beijing",China,2015,10,25,18
Residential District,28.0,61.0,14.42,35,Clear,"Dongsi, Beijing",China,2015,10,25,19
Residential District,42.0,68.0,12.55,39,Clear,"Dongsi, Beijing",China,2015,10,25,20
Residential District,51.0,69.0,12.61,46,Rainy,"Dongsi, Beijing",China,2015,10,25,21
Residential District,45.0,62.0,15.15,42,Rainy,"Dongsi, Beijing",China,2015,10,25,22
Residential District,35.0,45.0,17.65,30,Rainy,"Dongsi, Beijing",China,2015,10,25,23
Residential District,36.0,37.0,17.44,26,Rainy,"Dongsi, Beijing",China,2015,10,26,0
Residential District,32.0,31.0,18.29,23,Rainy,"Dongsi, Beijing",China,2015,10,26,1
Residential District,28.0,23.0,19.23,20,Rainy,"Dongsi, Beijing",China,2015,10,26,2
Residential District,30.0,21.0,18.75,16,Clear,"Dongsi, Beijing",China,2015,10,26,3
Residential District,24.0,20.0,20.27,14,Clear,"Dongsi, Beijing",China,2015,10,26,4
Residential District,24.0,23.0,20.27,17,Clear,"Dongsi, Beijing",China,2015,10,26,5
Residential District,24.0,27.0,20.27,18,Clear,"Dongsi, Beijing",China,2015,10,26,6
Residential District,28.0,36.0,19.23,22,Clear,"Dongsi, Beijing",China,2015,10,26,7
Residential District,29.0,31.0,18.99,21,Clear,"Dongsi, Beijing",China,2015,10,26,8
Residential District,42.0,33.0,16.3,22,Clear,"Dongsi, Beijing",China,2015,10,26,9
Residential District,53.0,36.0,14.22,24,Clear,"Dongsi, Beijing",China,2015,10,26,10
Residential District,60.0,35.0,13.64,24,Clear,"Dongsi, Beijing",China,2015,10,26,11
Residential District,61.0,38.0,13.51,26,Clear,"Dongsi, Beijing",China,2015,10,26,12
Residential District,70.0,38.0,12.3,26,Clear,"Dongsi, Beijing",China,2015,10,26,13
Residential District,80.0,38.0,11.54,28,Clear,"Dongsi, Beijing",China,2015,10,26,14
Residential District,76.0,37.0,11.58,28,Clear,"Dongsi, Beijing",China,2015,10,26,15
Residential District,61.0,29.0,12.15,20,Windy,"Dongsi, Beijing",China,2015,10,26,16
Residential District,14.0,12.0,13.04,12,Windy,"Dongsi, Beijing",China,2015,10,26,17
Residential District,6.0,16.0,16.13,13,Clear,"Dongsi, Beijing",China,2015,10,26,18
Residential District,8.0,16.0,13.82,13,Clear,"Dongsi, Beijing",China,2015,10,26,19
Residential District,8.0,13.0,12.61,10,Clear,"Dongsi, Beijing",China,2015,10,26,20
Residential District,9.0,13.0,14.78,10,Windy,"Dongsi, Beijing",China,2015,10,26,21
Residential District,4.0,14.0,16.95,11,Clear,"Dongsi, Beijing",China,2015,10,26,22
Residential District,11.0,16.0,17.05,11,Clear,"Dongsi, Beijing",China,2015,10,26,23
Residential District,8.0,16.0,19.11,11,Clear,"Dongsi, Beijing",China,2015,10,27,0
Residential District,5.0,16.0,20.83,11,Clear,"Dongsi, Beijing",China,2015,10,27,1
Residential District,4.0,14.0,21.74,11,Clear,"Dongsi, Beijing",China,2015,10,27,2
Residential District,7.0,14.0,23.08,11,Clear,"Dongsi, Beijing",China,2015,10,27,3
Residential District,3.0,11.0,25.21,10,Clear,"Dongsi, Beijing",China,2015,10,27,4
Residential District,5.0,11.0,23.62,10,Clear,"Dongsi, Beijing",China,2015,10,27,5
Residential District,7.0,21.0,22.06,13,Clear,"Dongsi, Beijing",China,2015,10,27,6
Residential District,8.0,30.0,21.28,17,Clear,"Dongsi, Beijing",China,2015,10,27,7
Residential District,15.0,50.0,16.57,27,Clear,"Dongsi, Beijing",China,2015,10,27,8
Residential District,19.0,49.0,15.96,28,Clear,"Dongsi, Beijing",China,2015,10,27,9
Residential District,19.0,53.0,16.39,31,Clear,"Dongsi, Beijing",China,2015,10,27,10
Residential District,24.0,48.0,16.39,30,Clear,"Dongsi, Beijing",China,2015,10,27,11
Residential District,18.0,31.0,18.75,19,Clear,"Dongsi, Beijing",China,2015,10,27,12
Residential District,17.0,26.0,18.18,18,Clear,"Dongsi, Beijing",China,2015,10,27,13
Residential District,14.0,21.0,18.75,14,Clear,"Dongsi, Beijing",China,2015,10,27,14
Residential District,17.0,23.0,17.44,15,Windy,"Dongsi, Beijing",China,2015,10,27,15
Residential District,12.0,18.0,19.61,13,Clear,"Dongsi, Beijing",China,2015,10,27,16
Residential District,15.0,32.0,17.44,20,Clear,"Dongsi, Beijing",China,2015,10,27,17
Residential District,27.0,65.0,14.02,33,Clear,"Dongsi, Beijing",China,2015,10,27,18
Residential District,27.0,65.0,14.02,33,Clear,"Dongsi, Beijing",China,2015,10,27,19
Residential District,37.0,77.0,12.55,44,Clear,"Dongsi, Beijing",China,2015,10,27,20
Residential District,54.0,80.0,10.87,51,Clear,"Dongsi, Beijing",China,2015,10,27,21
Residential District,58.0,71.0,12.24,45,Clear,"Dongsi, Beijing",China,2015,10,27,22
Residential District,19.0,60.0,17.96,32,Clear,"Dongsi, Beijing",China,2015,10,27,23
Residential District,10.0,38.0,20.98,21,Clear,"Dongsi, Beijing",China,2015,10,28,0
Residential District,9.0,25.0,22.9,16,Clear,"Dongsi, Beijing",China,2015,10,28,1
Residential District,3.0,17.0,24.79,12,Clear,"Dongsi, Beijing",China,2015,10,28,2
Residential District,4.0,16.0,25.64,11,Clear,"Dongsi, Beijing",China,2015,10,28,3
Residential District,7.0,21.0,24.39,13,Clear,"Dongsi, Beijing",China,2015,10,28,4
Residential District,3.0,14.0,25.21,11,Clear,"Dongsi, Beijing",China,2015,10,28,5
Residential District,7.0,15.0,23.62,11,Clear,"Dongsi, Beijing",China,2015,10,28,6
Residential District,7.0,22.0,23.08,15,Clear,"Dongsi, Beijing",China,2015,10,28,7
Residential District,9.0,30.0,21.9,19,Clear,"Dongsi, Beijing",China,2015,10,28,8
Residential District,6.0,31.0,21.9,19,Clear,"Dongsi, Beijing",China,2015,10,28,9
Residential District,9.0,24.0,23.08,15,Clear,"Dongsi, Beijing",China,2015,10,28,10
Residential District,10.0,12.0,24.39,10,Clear,"Dongsi, Beijing",China,2015,10,28,11
Residential District,6.0,9.0,25.21,9,Clear,"Dongsi, Beijing",China,2015,10,28,12
Residential District,8.0,8.0,25.0,9,Windy,"Dongsi, Beijing",China,2015,10,28,13
Residential District,8.0,9.0,22.73,9,Windy,"Dongsi, Beijing",China,2015,10,28,14
Residential District,7.0,9.0,20.41,9,Clear,"Dongsi, Beijing",China,2015,10,28,15
Residential District,10.0,11.0,19.11,10,Clear,"Dongsi, Beijing",China,2015,10,28,16
Residential District,6.0,15.0,21.9,11,Windy,"Dongsi, Beijing",China,2015,10,28,17
Residential District,7.0,22.0,22.22,15,Clear,"Dongsi, Beijing",China,2015,10,28,18
Residential District,11.0,31.0,21.58,18,Clear,"Dongsi, Beijing",China,2015,10,28,19
Residential District,9.0,32.0,21.9,18,Clear,"Dongsi, Beijing",China,2015,10,28,20
Residential District,11.0,29.0,22.06,17,Clear,"Dongsi, Beijing",China,2015,10,28,21
Residential District,15.0,50.0,18.63,27,Clear,"Dongsi, Beijing",China,2015,10,28,22
Residential District,10.0,38.0,22.06,20,Clear,"Dongsi, Beijing",China,2015,10,28,23
Residential District,8.0,23.0,23.44,13,Clear,"Dongsi, Beijing",China,2015,10,29,0
Residential District,7.0,22.0,23.81,13,Clear,"Dongsi, Beijing",China,2015,10,29,1
Residential District,5.0,18.0,24.59,12,Clear,"Dongsi, Beijing",China,2015,10,29,2
Residential District,8.0,16.0,24.79,11,Clear,"Dongsi, Beijing",China,2015,10,29,3
Residential District,7.0,13.0,25.64,10,Clear,"Dongsi, Beijing",China,2015,10,29,4
Residential District,8.0,15.0,24.0,11,Clear,"Dongsi, Beijing",China,2015,10,29,5
Residential District,7.0,22.0,22.73,13,Clear,"Dongsi, Beijing",China,2015,10,29,6
Residential District,7.0,37.0,22.39,19,Clear,"Dongsi, Beijing",China,2015,10,29,7
Residential District,10.0,39.0,20.83,22,Clear,"Dongsi, Beijing",China,2015,10,29,8
Residential District,5.0,25.0,22.9,16,Clear,"Dongsi, Beijing",China,2015,10,29,9
Residential District,5.0,14.0,24.0,12,Windy,"Dongsi, Beijing",China,2015,10,29,10
Residential District,4.0,10.0,23.44,9,Windy,"Dongsi, Beijing",China,2015,10,29,11
Residential District,6.0,9.0,22.56,9,Windy,"Dongsi, Beijing",China,2015,10,29,12
Residential District,4.0,9.0,23.08,9,Windy,"Dongsi, Beijing",China,2015,10,29,13
Residential District,6.0,8.0,22.56,9,Windy,"Dongsi, Beijing",China,2015,10,29,14
Residential District,7.0,9.0,20.69,9,Windy,"Dongsi, Beijing",China,2015,10,29,15
Residential District,10.0,11.0,21.13,10,Windy,"Dongsi, Beijing",China,2015,10,29,16
