district,pm25,nox,visibility,traffic,condition,city,country,year,month,day,hour
Green District,7.0,7.0,24.19,10,Hot,"Dingling, Beijing",China,2014,8,12,13
Green District,12.0,6.0,21.74,10,Hot,"Dingling, Beijing",China,2014,8,12,14
Green District,10.0,2.0,22.06,8,Hot,"Dingling, Beijing",China,2014,8,12,15
Green District,16.0,2.0,20.0,10,Hot,"Dingling, Beijing",China,2014,8,12,16
Green District,29.0,2.0,16.3,10,Hot,"Dingling, Beijing",China,2014,8,12,17
Green District,38.0,18.0,13.64,18,Hot,"Dingling, Beijing",China,2014,8,12,18
Green District,36.0,31.0,13.82,24,Hot,"Dingling, Beijing",China,2014,8,12,19
Green District,46.0,36.0,14.29,26,Hot,"Dingling, Beijing",China,2014,8,12,20
Green District,20.0,26.0,18.18,19,Hot,"Dingling, Beijing",China,2014,8,12,21
Green District,16.0,18.0,19.48,15,Hot,"Dingling, Beijing",China,2014,8,12,22
Green District,11.0,16.0,24.59,14,Clear,"Dingling, Beijing",China,2014,8,12,23
Green District,15.0,19.0,20.13,15,Clear,"Dingling, Beijing",China,2014,8,13,0
Green District,17.0,18.0,22.39,15,Clear,"Dingling, Beijing",China,2014,8,13,1
Green District,14.0,16.0,23.44,14,Clear,"Dingling, Beijing",China,2014,8,13,2
Green District,14.0,18.0,22.9,15,Clear,"Dingling, Beijing",China,2014,8,13,3
Green District,13.0,18.0,22.39,15,Clear,"Dingling, Beijing",China,2014,8,13,4
Green District,12.0,24.0,20.83,17,Rainy,"Dingling, Beijing",China,2014,8,13,5
Green District,16.0,24.0,21.43,17,Rainy,"Dingling, Beijing",China,2014,8,13,6
Green District,23.0,38.0,16.39,23,Rainy,"Dingling, Beijing",China,2014,8,13,7
Green District,32.0,41.0,17.34,26,Clear,"Dingling, Beijing",China,2014,8,13,8
Green District,26.0,29.0,19.74,20,Rainy,"Dingling, Beijing",China,2014,8,13,9
Green District,23.0,18.0,17.96,18,Rainy,"Dingling, Beijing",China,2014,8,13,10
Green District,32.0,17.0,18.29,18,Rainy,"Dingling, Beijing",China,2014,8,13,11
Green District,25.0,15.0,20.0,16,Rainy,"Dingling, Beijing",China,2014,8,13,12
Green District,13.0,22.0,23.81,16,Clear,"Dingling, Beijing",China,2014,8,13,13
Green District,28.0,26.0,18.63,21,Rainy,"Dingling, Beijing",China,2014,8,13,14
Green District,23.0,20.0,20.55,17,Clear,"Dingling, Beijing",China,2014,8,13,15
Green District,20.0,20.0,20.69,17,Clear,"Dingling, Beijing",China,2014,8,13,16
Green District,28.0,20.0,19.23,17,Clear,"Dingling, Beijing",China,2014,8,13,17
Green District,26.0,24.0,19.74,19,Clear,"Dingling, Beijing",China,2014,8,13,18
Green District,26.8,30.5,19.53,21,Clear,"Dingling, Beijing",China,2014,8,13,19
Green District,47.0,30.0,15.23,22,Clear,"Dingling, Beijing",China,2014,8,13,20
Green District,38.0,24.0,17.05,20,Clear,"Dingling, Beijing",China,2014,8,13,21
Green District,27.0,25.0,19.48,19,Clear,"Dingling, Beijing",China,2014,8,13,22
Green District,14.0,18.0,23.44,15,Clear,"Dingling, Beijing",China,2014,8,13,23
Green District,20.0,22.0,21.43,16,Clear,"Dingling, Beijing",China,2014,8,14,0
Green District,17.0,21.0,22.39,16,Clear,"Dingling, Beijing",China,2014,8,14,1
Green District,18.0,16.0,22.06,14,Clear,"Dingling, Beijing",China,2014,8,14,2
Green District,16.0,14.0,22.73,12,Clear,"Dingling, Beijing",China,2014,8,14,3
Green District,14.0,13.0,23.44,12,Clear,"Dingling, Beijing",China,2014,8,14,4
Green District,12.0,10.0,24.19,11,Clear,"Dingling, Beijing",China,2014,8,14,5
Green District,13.0,10.0,23.81,11,Clear,"Dingling, Beijing",China,2014,8,14,6
Green District,16.0,11.0,20.0,11,Clear,"Dingling, Beijing",China,2014,8,14,7
Green District,23.0,16.0,19.23,14,Clear,"Dingling, Beijing",China,2014,8,14,8
Green District,30.0,20.0,17.54,17,Clear,"Dingling, Beijing",China,2014,8,14,9
Green District,34.0,29.0,17.75,22,Hot,"Dingling, Beijing",China,2014,8,14,10
Green District,38.0,44.0,14.78,28,Hot,"Dingling, Beijing",China,2014,8,14,11
Green District,36.0,43.0,15.79,28,Hot,"Dingling, Beijing",China,2014,8,14,12
Green District,35.0,26.0,16.04,23,Hot,"Dingling, Beijing",China,2014,8,14,13
Green District,29.0,22.0,18.4,20,Hot,"Dingling, Beijing",China,2014,8,14,14
Green District,27.0,22.0,18.07,20,Windy,"Dingling, Beijing",China,2014,8,14,15
Green District,46.0,35.0,13.16,25,Hot,"Dingling, Beijing",China,2014,8,14,16
Green District,33.0,19.0,15.71,17,Hot,"Dingling, Beijing",China,2014,8,14,17
Green District,33.0,17.0,15.79,16,Hot,"Dingling, Beijing",China,2014,8,14,18
Green District,27.0,23.0,16.57,18,Clear,"Dingling, Beijing",China,2014,8,14,19
Green District,27.0,24.0,16.39,19,Clear,"Dingling, Beijing",China,2014,8,14,20
Green District,10.0,23.0,23.44,17,Clear,"Dingling, Beijing",China,2014,8,14,21
Green District,16.0,17.0,22.73,13,Clear,"Dingling, Beijing",China,2014,8,14,22
Green District,9.0,19.0,24.39,14,Clear,"Dingling, Beijing",China,2014,8,14,23
Green District,10.0,13.0,25.0,12,Clear,"Dingling, Beijing",China,2014,8,15,0
Green District,7.0,10.0,26.32,9,Clear,"Dingling, Beijing",China,2014,8,15,1
Green District,10.0,12.0,25.0,10,Clear,"Dingling, Beijing",China,2014,8,15,2
Green District,6.0,11.0,26.55,10,Clear,"Dingling, Beijing",China,2014,8,15,3
Green District,7.0,15.0,26.32,13,Clear,"Dingling, Beijing",China,2014,8,15,4
Green District,10.0,20.0,24.19,14,Clear,"Dingling, Beijing",China,2014,8,15,5
Green District,8.0,16.0,25.0,13,Clear,"Dingling, Beijing",China,2014,8,15,6
Green District,11.0,25.0,20.41,17,Clear,"Dingling, Beijing",China,2014,8,15,7
Green District,23.0,36.0,18.07,24,Hot,"Dingling, Beijing",China,2014,8,15,8
Green District,22.0,44.0,18.18,25,Hot,"Dingling, Beijing",China,2014,8,15,9
Green District,21.0,38.0,17.24,25,Hot,"Dingling, Beijing",China,2014,8,15,10
Green District,27.0,21.0,19.48,18,Hot,"Dingling, Beijing",China,2014,8,15,11
Green District,28.0,19.0,15.15,15,Hot,"Dingling, Beijing",China,2014,8,15,12
Green District,32.0,33.0,15.71,23,Hot,"Dingling, Beijing",China,2014,8,15,13
Green District,22.0,20.0,18.99,17,Windy,"Dingling, Beijing",China,2014,8,15,14
Green District,16.0,17.0,19.23,16,Hot,"Dingling, Beijing",China,2014,8,15,15
Green District,15.0,20.0,16.13,17,Hot,"Dingling, Beijing",China,2014,8,15,16
Green District,26.0,17.0,17.44,16,Hot,"Dingling, Beijing",China,2014,8,15,17
Green District,16.0,15.0,22.73,16,Hot,"Dingling, Beijing",China,2014,8,15,18
Green District,28.0,19.0,17.96,17,Hot,"Dingling, Beijing",China,2014,8,15,19
Green District,30.0,21.0,16.67,18,Hot,"Dingling, Beijing",China,2014,8,15,20
Green District,39.0,21.0,16.3,18,Hot,"Dingling, Beijing",China,2014,8,15,21
Green District,25.0,20.0,18.4,17,Clear,"Dingling, Beijing",China,2014,8,15,22
Green District,22.0,19.0,18.29,17,Clear,"Dingling, Beijing",China,2014,8,15,23
Green District,26.0,16.0,17.75,14,Clear,"Dingling, Beijing",China,2014,8,16,0
Green District,26.0,14.0,19.23,14,Clear,"Dingling, Beijing",China,2014,8,16,1
Green District,24.0,13.0,19.35,14,Clear,"Dingling, Beijing",China,2014,8,16,2
Green District,27.0,14.0,18.75,14,Clear,"Dingling, Beijing",China,2014,8,16,3
Green District,24.0,14.0,19.61,14,Clear,"Dingling, Beijing",China,2014,8,16,4
Green District,26.0,13.0,19.35,14,Clear,"Dingling, Beijing",China,2014,8,16,5
Green District,21.0,13.0,20.55,14,Clear,"Dingling, Beijing",China,2014,8,16,6
Green District,27.0,15.0,17.96,14,Hot,"Dingling, Beijing",China,2014,8,16,7
Green District,13.0,13.0,22.56,12,Hot,"Dingling, Beijing",China,2014,8,16,8
Green District,13.0,15.0,23.81,13,Hot,"Dingling, Beijing",China,2014,8,16,9
Green District,9.0,13.0,25.42,12,Hot,"Dingling, Beijing",China,2014,8,16,10
Green District,25.0,22.0,14.08,16,Hot,"Dingling, Beijing",China,2014,8,16,11
Green District,35.0,20.0,14.22,17,Hot,"Dingling, Beijing",China,2014,8,16,12
Green District,34.0,17.0,16.22,15,Hot,"Dingling, Beijing",China,2014,8,16,13
Green District,25.0,13.0,19.61,14,Hot,"Dingling, Beijing",China,2014,8,16,14
Green District,16.0,12.0,20.98,13,Hot,"Dingling, Beijing",China,2014,8,16,15
Green District,26.0,17.0,16.95,15,Hot,"Dingling, Beijing",China,2014,8,16,16
Green District,24.0,16.0,18.99,14,Hot,"Dingling, Beijing",China,2014,8,16,17
Green District,29.0,19.0,15.46,15,Hot,"Dingling, Beijing",China,2014,8,16,18
Green District,56.0,28.0,9.97,28,Hot,"Dingling, Beijing",China,2014,8,16,19
Green District,95.0,31.0,8.11,36,Hot,"Dingling, Beijing",China,2014,8,16,20
Green District,89.0,26.0,8.93,32,Hot,"Dingling, Beijing",China,2014,8,16,21
Green District,82.0,19.0,10.42,29,Hot,"Dingling, Beijing",China,2014,8,16,22
Green District,71.0,16.0,10.87,26,Hot,"Dingling, Beijing",China,2014,8,16,23
Green District,75.0,16.0,11.03,24,Hot,"Dingling, Beijing",China,2014,8,17,0
Green District,73.0,16.0,11.07,24,Hot,"Dingling, Beijing",China,2014,8,17,1
Green District,77.0,18.0,10.34,27,Hot,"Dingling, Beijing",China,2014,8,17,2
Green District,83.0,32.0,9.93,31,Clear,"Dingling, Beijing",China,2014,8,17,3
Green District,94.0,19.0,9.04,29,Windy,"Dingling, Beijing",China,2014,8,17,4
Green District,103.0,20.0,8.06,29,Clear,"Dingling, Beijing",China,2014,8,17,5
Green District,76.0,21.0,11.72,23,Clear,"Dingling, Beijing",China,2014,8,17,6
Green District,31.0,14.0,15.31,17,Clear,"Dingling, Beijing",China,2014,8,17,7
Green District,40.0,12.0,16.67,16,Hot,"Dingling, Beijing",China,2014,8,17,8
Green District,41.0,11.0,16.48,16,Hot,"Dingling, Beijing",China,2014,8,17,9
Green District,38.0,10.0,15.79,16,Hot,"Dingling, Beijing",China,2014,8,17,10
Green District,36.0,10.0,17.05,14,Hot,"Dingling, Beijing",China,2014,8,17,11
Green District,37.0,9.0,17.24,14,Hot,"Dingling, Beijing",China,2014,8,17,12
Green District,23.0,10.0,19.35,13,Hot,"Dingling, Beijing",China,2014,8,17,13
Green District,30.0,15.0,16.85,16,Windy,"Dingling, Beijing",China,2014,8,17,14
Green District,38.0,28.0,14.71,22,Hot,"Dingling, Beijing",China,2014,8,17,15
Green District,40.0,28.0,12.71,22,Hot,"Dingling, Beijing",China,2014,8,17,16
Green District,43.0,23.0,14.93,20,Hot,"Dingling, Beijing",China,2014,8,17,17
Green District,43.0,23.0,13.39,20,Hot,"Dingling, Beijing",China,2014,8,17,18
Green District,33.0,22.0,16.48,20,Hot,"Dingling, Beijing",China,2014,8,17,19
Green District,31.0,20.0,16.3,17,Hot,"Dingling, Beijing",China,2014,8,17,20
Green District,26.0,17.0,16.67,16,Hot,"Dingling, Beijing",China,2014,8,17,21
Green District,41.0,21.0,11.45,19,Hot,"Dingling, Beijing",China,2014,8,17,22
Green District,41.0,16.0,14.78,18,Clear,"Dingling, Beijing",China,2014,8,17,23
Green District,36.0,16.0,15.46,18,Clear,"Dingling, Beijing",China,2014,8,18,0
Green District,42.0,14.0,14.29,15,Clear,"Dingling, Beijing",China,2014,8,18,1
Green District,41.0,12.0,15.38,15,Clear,"Dingling, Beijing",China,2014,8,18,2
Green District,43.0,11.0,15.71,15,Clear,"Dingling, Beijing",China,2014,8,18,3
Green District,45.0,14.0,15.08,15,Clear,"Dingling, Beijing",China,2014,8,18,4
Green District,48.0,16.0,14.42,16,Clear,"Dingling, Beijing",China,2014,8,18,5
Green District,42.0,15.0,15.0,16,Clear,"Dingling, Beijing",China,2014,8,18,6
Green District,38.0,16.0,15.0,18,Clear,"Dingling, Beijing",China,2014,8,18,7
Green District,37.0,16.0,17.24,18,Hot,"Dingling, Beijing",China,2014,8,18,8
Green District,30.0,15.0,17.34,17,Hot,"Dingling, Beijing",China,2014,8,18,9
Green District,37.0,15.0,14.63,17,Hot,"Dingling, Beijing",China,2014,8,18,10
Green District,45.0,15.0,13.76,17,Windy,"Dingling, Beijing",China,2014,8,18,11
Green District,48.0,16.0,12.93,21,Hot,"Dingling, Beijing",China,2014,8,18,12
Green District,61.0,19.0,12.3,22,Hot,"Dingling, Beijing",China,2014,8,18,13
Green District,59.0,17.0,12.55,20,Hot,"Dingling, Beijing",China,2014,8,18,14
Green District,51.0,17.0,13.16,20,Hot,"Dingling, Beijing",China,2014,8,18,15
Green District,49.0,18.0,13.04,20,Hot,"Dingling, Beijing",China,2014,8,18,16
Green District,63.0,21.0,11.63,23,Hot,"Dingling, Beijing",China,2014,8,18,17
Green District,81.0,25.0,9.77,26,Hot,"Dingling, Beijing",China,2014,8,18,18
Green District,82.0,24.0,10.0,24,Hot,"Dingling, Beijing",China,2014,8,18,19
Green District,79.0,30.0,9.9,25,Hot,"Dingling, Beijing",China,2014,8,18,20
Green District,76.0,25.0,10.42,24,Hot,"Dingling, Beijing",China,2014,8,18,21
Green District,75.0,20.0,10.95,22,Hot,"Dingling, Beijing",China,2014,8,18,22
Green District,74.0,18.0,11.07,20,Clear,"Dingling, Beijing",China,2014,8,18,23
Green District,75.0,17.0,11.07,20,Clear,"Dingling, Beijing",China,2014,8,19,0
Green District,82.0,19.0,10.64,20,Clear,"Dingling, Beijing",China,2014,8,19,1
Green District,82.0,18.0,10.99,20,Clear,"Dingling, Beijing",China,2014,8,19,2
Green District,89.0,20.0,10.27,21,Clear,"Dingling, Beijing",China,2014,8,19,3
Green District,87.0,16.0,10.42,19,Clear,"Dingling, Beijing",China,2014,8,19,4
Green District,84.0,15.0,11.11,19,Clear,"Dingling, Beijing",China,2014,8,19,5
Green District,84.0,12.0,11.03,18,Clear,"Dingling, Beijing",China,2014,8,19,6
Green District,85.0,12.0,10.68,18,Clear,"Dingling, Beijing",China,2014,8,19,7
Green District,86.0,14.0,10.34,20,Hot,"Dingling, Beijing",China,2014,8,19,8
Green District,91.0,19.0,9.71,22,Hot,"Dingling, Beijing",China,2014,8,19,9
Green District,89.0,20.0,9.77,22,Hot,"Dingling, Beijing",China,2014,8,19,10
Green District,86.0,21.0,9.84,23,Hot,"Dingling, Beijing",China,2014,8,19,11
Green District,84.0,24.0,9.87,25,Hot,"Dingling, Beijing",China,2014,8,19,12
Green District,85.0,20.0,9.9,22,Hot,"Dingling, Beijing",China,2014,8,19,13
Green District,82.0,19.0,10.45,24,Hot,"Dingling, Beijing",China,2014,8,19,14
Green District,78.0,21.0,10.79,24,Hot,"Dingling, Beijing",China,2014,8,19,15
Green District,69.0,18.0,11.36,20,Hot,"Dingling, Beijing",China,2014,8,19,16
Green District,56.0,16.0,12.82,19,Hot,"Dingling, Beijing",China,2014,8,19,17
Green District,52.0,15.0,14.71,17,Hot,"Dingling, Beijing",China,2014,8,19,18
Green District,38.0,17.0,14.71,18,Hot,"Dingling, Beijing",China,2014,8,19,19
Green District,44.0,19.0,12.3,19,Hot,"Dingling, Beijing",China,2014,8,19,20
Green District,58.0,18.0,10.91,20,Hot,"Dingling, Beijing",China,2014,8,19,21
Green District,65.0,16.0,11.24,19,Hot,"Dingling, Beijing",China,2014,8,19,22
Green District,64.0,15.0,11.63,19,Hot,"Dingling, Beijing",China,2014,8,19,23
Green District,72.0,15.0,11.41,19,Hot,"Dingling, Beijing",China,2014,8,20,0
Green District,66.0,14.0,11.76,19,Hot,"Dingling, Beijing",China,2014,8,20,1
Green District,71.0,14.0,11.36,19,Clear,"Dingling, Beijing",China,2014,8,20,2
Green District,74.0,15.0,11.11,17,Clear,"Dingling, Beijing",China,2014,8,20,3
Green District,80.0,17.0,10.53,20,Clear,"Dingling, Beijing",China,2014,8,20,4
Green District,80.0,17.0,10.79,20,Clear,"Dingling, Beijing",China,2014,8,20,5
Green District,86.0,16.0,10.6,19,Clear,"Dingling, Beijing",China,2014,8,20,6
Green District,94.0,20.0,9.43,22,Hot,"Dingling, Beijing",China,2014,8,20,7
Green District,105.0,24.0,8.52,24,Hot,"Dingling, Beijing",China,2014,8,20,8
Green District,111.0,39.0,8.43,28,Hot,"Dingling, Beijing",China,2014,8,20,9
Green District,117.0,26.0,8.06,24,Hot,"Dingling, Beijing",China,2014,8,20,10
Green District,127.0,51.0,7.33,34,Hot,"Dingling, Beijing",China,2014,8,20,11
Green District,123.0,25.0,7.85,24,Hot,"Dingling, Beijing",China,2014,8,20,12
Green District,112.0,20.0,8.45,22,Hot,"Dingling, Beijing",China,2014,8,20,13
Green District,126.0,29.0,7.35,28,Hot,"Dingling, Beijing",China,2014,8,20,14
Green District,117.0,28.0,8.52,28,Hot,"Dingling, Beijing",China,2014,8,20,15
Green District,80.0,18.0,10.42,23,Hot,"Dingling, Beijing",China,2014,8,20,16
Green District,115.0,19.0,7.32,32,Hot,"Dingling, Beijing",China,2014,8,20,17
Green District,129.0,22.0,6.93,34,Hot,"Dingling, Beijing",China,2014,8,20,18
Green District,120.4,23.3,7.66,33,Hot,"Dingling, Beijing",China,2014,8,20,19
Green District,117.0,23.0,7.63,33,Hot,"Dingling, Beijing",China,2014,8,20,20
Green District,110.0,21.0,8.11,32,Hot,"Dingling, Beijing",China,2014,8,20,21
Green District,114.0,19.0,8.2,32,Hot,"Dingling, Beijing",China,2014,8,20,22
Green District,109.0,17.0,8.47,30,Hot,"Dingling, Beijing",China,2014,8,20,23
Green District,109.0,16.0,8.67,28,Hot,"Dingling, Beijing",China,2014,8,21,0
Green District,109.0,18.0,8.72,28,Hot,"Dingling, Beijing",China,2014,8,21,1
Green District,111.0,17.0,8.5,26,Hot,"Dingling, Beijing",China,2014,8,21,2
Green District,111.0,22.0,8.75,28,Clear,"Dingling, Beijing",China,2014,8,21,3
Green District,114.0,20.0,8.85,26,Clear,"Dingling, Beijing",China,2014,8,21,4
Green District,115.0,20.0,8.7,26,Clear,"Dingling, Beijing",China,2014,8,21,5
Green District,111.0,20.0,8.8,24,Clear,"Dingling, Beijing",China,2014,8,21,6
Green District,111.0,19.0,8.8,25,Hot,"Dingling, Beijing",China,2014,8,21,7
Green District,116.0,27.0,8.15,28,Rainy,"Dingling, Beijing",China,2014,8,21,8
Green District,124.0,54.0,7.87,36,Rainy,"Dingling, Beijing",China,2014,8,21,9
Green District,133.0,58.0,7.25,31,Hot,"Dingling, Beijing",China,2014,8,21,10
Green District,143.0,47.0,7.44,37,Hot,"Dingling, Beijing",China,2014,8,21,11
Green District,134.0,36.0,7.71,36,Hot,"Dingling, Beijing",China,2014,8,21,12
Green District,145.0,33.0,7.25,23,Hot,"Dingling, Beijing",China,2014,8,21,13
Green District,153.0,30.0,7.23,22,Hot,"Dingling, Beijing",China,2014,8,21,14
Green District,132.0,21.0,8.09,29,Hot,"Dingling, Beijing",China,2014,8,21,15
Green District,158.0,40.0,6.19,38,Hot,"Dingling, Beijing",China,2014,8,21,18
Green District,163.0,32.0,6.06,36,Hot,"Dingling, Beijing",China,2014,8,21,19
Green District,160.0,29.0,6.15,35,Rainy,"Dingling, Beijing",China,2014,8,21,20
Green District,99.0,15.0,10.07,22,Rainy,"Dingling, Beijing",China,2014,8,21,21
Green District,25.0,8.0,18.75,15,Clear,"Dingling, Beijing",China,2014,8,21,22
Green District,22.0,16.0,20.41,18,Clear,"Dingling, Beijing",China,2014,8,21,23
Green District,22.0,13.0,20.83,17,Clear,"Dingling, Beijing",China,2014,8,22,0
Green District,20.0,16.0,21.43,18,Clear,"Dingling, Beijing",China,2014,8,22,1
Green District,23.0,13.0,20.55,17,Clear,"Dingling, Beijing",China,2014,8,22,2
Green District,18.0,19.0,22.06,15,Clear,"Dingling, Beijing",China,2014,8,22,3
Green District,17.0,16.0,22.39,14,Clear,"Dingling, Beijing",China,2014,8,22,4
Green District,17.0,23.0,22.39,17,Clear,"Dingling, Beijing",China,2014,8,22,5
Green District,17.0,28.0,22.22,18,Clear,"Dingling, Beijing",China,2014,8,22,6
Green District,19.0,19.0,21.13,15,Clear,"Dingling, Beijing",China,2014,8,22,7
Green District,28.0,19.0,19.23,15,Hot,"Dingling, Beijing",China,2014,8,22,8
Green District,14.0,22.0,18.63,16,Hot,"Dingling, Beijing",China,2014,8,22,9
Green District,32.0,15.0,18.29,14,Hot,"Dingling, Beijing",China,2014,8,22,10
Green District,20.0,27.0,19.87,18,Hot,"Dingling, Beijing",China,2014,8,22,11
Green District,31.0,41.0,14.78,24,Hot,"Dingling, Beijing",China,2014,8,22,12
Green District,34.0,35.0,15.15,22,Hot,"Dingling, Beijing",China,2014,8,22,13
Green District,39.0,36.0,14.78,24,Hot,"Dingling, Beijing",China,2014,8,22,14
Green District,39.0,36.0,15.54,24,Hot,"Dingling, Beijing",China,2014,8,22,15
Green District,43.0,29.0,14.49,20,Hot,"Dingling, Beijing",China,2014,8,22,16
Green District,43.0,36.0,13.95,24,Hot,"Dingling, Beijing",China,2014,8,22,17
Green District,52.0,42.0,14.42,26,Hot,"Dingling, Beijing",China,2014,8,22,18
Green District,50.0,46.0,12.55,29,Hot,"Dingling, Beijing",China,2014,8,22,19
Green District,50.0,40.0,13.33,27,Hot,"Dingling, Beijing",China,2014,8,22,20
Green District,49.0,45.0,14.02,29,Hot,"Dingling, Beijing",China,2014,8,22,21
Green District,56.0,32.0,12.77,24,Clear,"Dingling, Beijing",China,2014,8,22,22
Green District,58.0,34.0,12.35,25,Clear,"Dingling, Beijing",China,2014,8,22,23
Green District,64.0,32.0,12.55,24,Clear,"Dingling, Beijing",China,2014,8,23,0
Green District,57.0,32.0,13.27,24,Clear,"Dingling, Beijing",China,2014,8,23,1
Green District,57.0,20.0,13.95,19,Clear,"Dingling, Beijing",China,2014,8,23,2
Green District,56.0,17.0,14.15,18,Clear,"Dingling, Beijing",China,2014,8,23,3
Green District,51.0,16.0,14.85,18,Clear,"Dingling, Beijing",China,2014,8,23,4
Green District,54.0,14.0,14.42,17,Clear,"Dingling, Beijing",China,2014,8,23,5
Green District,64.0,13.0,13.16,18,Clear,"Dingling, Beijing",China,2014,8,23,6
Green District,67.0,17.0,12.71,20,Clear,"Dingling, Beijing",China,2014,8,23,7
Green District,73.0,23.0,11.03,23,Hot,"Dingling, Beijing",China,2014,8,23,8
Green District,59.0,21.0,13.76,21,Hot,"Dingling, Beijing",China,2014,8,23,9
Green District,52.0,17.0,14.71,21,Hot,"Dingling, Beijing",China,2014,8,23,10
Green District,56.0,21.0,12.5,23,Hot,"Dingling, Beijing",China,2014,8,23,11
Green District,63.0,29.0,11.72,25,Hot,"Dingling, Beijing",China,2014,8,23,12
Green District,56.0,21.0,14.08,23,Hot,"Dingling, Beijing",China,2014,8,23,13
Green District,48.0,17.0,13.51,20,Hot,"Dingling, Beijing",China,2014,8,23,14
Green District,58.0,18.0,12.45,20,Hot,"Dingling, Beijing",China,2014,8,23,15
Green District,63.0,22.0,10.83,23,Hot,"Dingling, Beijing",China,2014,8,23,16
Green District,86.0,30.0,8.85,27,Hot,"Dingling, Beijing",China,2014,8,23,17
Green District,88.0,27.0,8.85,26,Hot,"Dingling, Beijing",China,2014,8,23,18
Green District,76.0,19.0,11.07,22,Hot,"Dingling, Beijing",China,2014,8,23,19
Green District,75.0,18.0,11.58,22,Hot,"Dingling, Beijing",China,2014,8,23,20
Green District,77.0,16.0,11.81,21,Rainy,"Dingling, Beijing",China,2014,8,23,21
Green District,37.0,7.0,17.24,12,Rainy,"Dingling, Beijing",China,2014,8,23,22
Green District,9.0,6.0,24.59,10,Clear,"Dingling, Beijing",China,2014,8,23,23
Green District,5.0,14.0,27.27,12,Rainy,"Dingling, Beijing",China,2014,8,24,0
Green District,9.0,10.0,25.42,11,Clear,"Dingling, Beijing",China,2014,8,24,1
Green District,6.0,13.0,26.79,12,Clear,"Dingling, Beijing",China,2014,8,24,2
Green District,3.0,9.0,27.78,9,Hot,"Dingling, Beijing",China,2014,8,24,3
Green District,3.0,3.0,27.78,7,Hot,"Dingling, Beijing",China,2014,8,24,4
Green District,3.0,4.0,27.78,7,Clear,"Dingling, Beijing",China,2014,8,24,5
Green District,14.0,5.0,22.73,8,Clear,"Dingling, Beijing",China,2014,8,24,6
Green District,7.0,6.0,26.32,8,Hot,"Dingling, Beijing",China,2014,8,24,7
Green District,3.0,5.0,27.78,8,Windy,"Dingling, Beijing",China,2014,8,24,8
Green District,8.0,7.0,25.86,8,Hot,"Dingling, Beijing",China,2014,8,24,9
Green District,3.0,7.0,27.78,8,Hot,"Dingling, Beijing",China,2014,8,24,10
Green District,3.0,14.0,24.39,12,Hot,"Dingling, Beijing",China,2014,8,24,11
Green District,4.0,12.0,24.79,12,Hot,"Dingling, Beijing",China,2014,8,24,12
Green District,10.0,9.0,23.44,9,Hot,"Dingling, Beijing",China,2014,8,24,13
Green District,4.0,9.0,24.79,9,Hot,"Dingling, Beijing",China,2014,8,24,14
Green District,3.0,9.0,26.55,9,Hot,"Dingling, Beijing",China,2014,8,24,15
Green District,19.0,8.0,21.74,9,Hot,"Dingling, Beijing",China,2014,8,24,16
Green District,5.0,8.0,26.55,9,Hot,"Dingling, Beijing",China,2014,8,24,17
Green District,7.0,9.0,23.81,9,Hot,"Dingling, Beijing",China,2014,8,24,18
Green District,30.0,12.0,15.96,12,Hot,"Dingling, Beijing",China,2014,8,24,19
Green District,19.0,14.0,18.63,12,Hot,"Dingling, Beijing",China,2014,8,24,20
Green District,14.0,15.0,20.83,13,Hot,"Dingling, Beijing",China,2014,8,24,21
Green District,11.0,16.0,19.35,13,Clear,"Dingling, Beijing",China,2014,8,24,22
Green District,14.0,14.0,22.39,12,Clear,"Dingling, Beijing",China,2014,8,24,23
Green District,8.4,15.7,25.68,13,Clear,"Dingling, Beijing",China,2014,8,25,0
Green District,13.0,16.0,21.13,13,Clear,"Dingling, Beijing",China,2014,8,25,1
Green District,13.0,13.0,23.62,12,Clear,"Dingling, Beijing",China,2014,8,25,2
Green District,15.0,11.0,23.08,11,Clear,"Dingling, Beijing",China,2014,8,25,3
Green District,8.0,15.0,25.86,11,Clear,"Dingling, Beijing",China,2014,8,25,4
Green District,3.0,11.0,27.78,10,Clear,"Dingling, Beijing",China,2014,8,25,5
Green District,3.0,7.0,27.78,8,Clear,"Dingling, Beijing",China,2014,8,25,6
Green District,9.0,14.0,24.79,12,Hot,"Dingling, Beijing",China,2014,8,25,7
Green District,8.0,17.0,22.22,13,Hot,"Dingling, Beijing",China,2014,8,25,8
Green District,3.0,17.0,26.79,13,Hot,"Dingling, Beijing",China,2014,8,25,9
Green District,4.0,14.0,26.55,12,Hot,"Dingling, Beijing",China,2014,8,25,10
Green District,11.0,9.0,24.59,9,Hot,"Dingling, Beijing",China,2014,8,25,11
Green District,12.0,9.0,24.19,9,Windy,"Dingling, Beijing",China,2014,8,25,12
Green District,3.0,8.0,27.78,9,Hot,"Dingling, Beijing",China,2014,8,25,13
Green District,3.0,8.0,27.78,9,Hot,"Dingling, Beijing",China,2014,8,25,14
Green District,11.0,9.0,24.59,9,Hot,"Dingling, Beijing",China,2014,8,25,15
Green District,7.0,9.0,26.32,9,Hot,"Dingling, Beijing",China,2014,8,25,16
Green District,3.0,10.0,27.27,9,Hot,"Dingling, Beijing",China,2014,8,25,17
Green District,3.0,11.0,21.58,10,Hot,"Dingling, Beijing",China,2014,8,25,18
Green District,12.0,22.0,16.57,15,Hot,"Dingling, Beijing",China,2014,8,25,19
